Time: 19/19:7:35 Arduino 0: 4
Time: 19/19:7:35 Arduino 0: 0: 263.32,1: 246.80,2: 236.95,3: 228.16,4: 220.43,5: 213.75,6: 210.23
Time: 19/19:7:50 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:7:50 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.91,4: 243.28,5: 239.06,6: 233.09
Time: 19/19:7:50 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.55,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:7:50 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:7:50 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.61,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:7:50 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.91,4: 244.69,5: 238.71,6: 233.44
Time: 19/19:7:51 Arduino 0: 0: 262.62,1: 258.05,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 233.79
Time: 19/19:7:51 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 233.79
Time: 19/19:7:51 Arduino 0: 0: 263.32,1: 257.70,2: 253.48,3: 248.91,4: 242.93,5: 239.41,6: 233.44
Time: 19/19:7:51 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:7:51 Arduino 0: 0: 263.67,1: 258.75,2: 254.18,3: 248.55,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:7:51 Arduino 0: 0: 266.13,1: 262.62,2: 254.88,3: 251.02,4: 244.69,5: 238.71,6: 234.84
Time: 19/19:7:51 Arduino 0: 0: 269.65,1: 263.67,2: 258.05,3: 251.37,4: 246.45,5: 240.82,6: 234.49
Time: 19/19:7:51 Arduino 0: 0: 272.11,1: 266.84,2: 259.80,3: 254.53,4: 247.15,5: 241.88,6: 236.60
Time: 19/19:7:51 Arduino 0: 0: 275.27,1: 269.65,2: 262.62,3: 255.94,4: 250.66,5: 243.28,6: 237.66
Time: 19/19:7:51 Arduino 0: 0: 278.44,1: 271.76,2: 265.43,3: 259.45,4: 251.72,5: 246.09,6: 239.41
Time: 19/19:7:51 Arduino 0: 0: 281.60,1: 275.27,2: 267.19,3: 261.21,4: 254.88,5: 246.80,6: 241.88
Time: 19/19:7:51 Arduino 0: 0: 283.36,1: 276.68,2: 270.70,3: 263.32,4: 256.64,5: 249.96,6: 241.88
Time: 19/19:7:51 Arduino 0: 0: 286.52,1: 279.84,2: 271.41,3: 266.13,4: 258.75,5: 250.66,6: 245.39
Time: 19/19:7:51 Arduino 0: 0: 289.34,1: 282.30,2: 275.27,3: 267.54,4: 260.51,5: 253.48,6: 245.39
Time: 19/19:7:52 Arduino 0: 0: 292.50,1: 285.47,2: 277.03,3: 270.70,4: 262.27,5: 255.23,6: 248.55
Time: 19/19:7:52 Arduino 0: 0: 294.96,1: 288.28,2: 280.20,3: 272.11,4: 265.78,5: 257.34,6: 249.61
Time: 19/19:7:52 Arduino 0: 0: 297.77,1: 290.74,2: 283.01,3: 275.98,4: 266.48,5: 259.80,6: 251.72
Time: 19/19:7:52 Arduino 0: 0: 300.59,1: 293.55,2: 285.12,3: 277.73,4: 270.00,5: 260.51,6: 253.83
Time: 19/19:7:52 Arduino 0: 0: 300.94,1: 293.91,2: 287.23,3: 279.49,4: 270.70,5: 263.67,6: 254.53
Time: 19/19:7:52 Arduino 0: 0: 300.23,1: 294.61,2: 286.17,3: 280.55,4: 272.81,5: 263.32,6: 257.34
Time: 19/19:7:52 Arduino 0: 0: 300.59,1: 294.26,2: 287.93,3: 280.20,4: 272.81,5: 265.43,6: 256.29
Time: 19/19:7:52 Arduino 0: 0: 299.88,1: 294.61,2: 286.88,3: 281.60,4: 273.16,5: 265.43,6: 258.75
Time: 19/19:7:52 Arduino 0: 0: 299.53,1: 292.85,2: 286.88,3: 279.49,4: 273.87,5: 265.43,6: 257.70
Time: 19/19:7:52 Arduino 0: 0: 278.09,1: 276.68,2: 274.92,3: 272.81,4: 266.84,5: 261.91,6: 255.94
Time: 19/19:7:52 Arduino 0: 0: 263.67,1: 264.38,2: 264.02,3: 262.27,4: 260.51,5: 255.23,6: 251.37
Time: 19/19:7:52 Arduino 0: 0: 262.97,1: 260.16,2: 258.05,3: 256.29,4: 253.13,5: 251.02,6: 246.45
Time: 19/19:7:52 Arduino 0: 0: 263.32,1: 259.45,2: 254.88,3: 252.42,4: 249.61,5: 245.39,6: 243.63
Time: 19/19:7:53 Arduino 0: 0: 263.32,1: 258.75,2: 255.23,3: 250.31,4: 246.80,5: 243.98,6: 239.41
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 250.31,4: 245.74,5: 241.52,6: 239.06
Time: 19/19:7:53 Arduino 0: 0: 262.62,1: 258.40,2: 254.53,3: 248.91,4: 245.39,5: 241.17,6: 236.60
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.96,4: 243.98,5: 240.12,6: 236.95
Time: 19/19:7:53 Arduino 0: 0: 262.62,1: 258.75,2: 253.83,3: 248.91,4: 245.04,5: 239.77,6: 235.90
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 249.61,4: 243.98,5: 240.47,6: 235.55
Time: 19/19:7:53 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 248.91,4: 244.69,5: 239.06,6: 235.90
Time: 19/19:7:53 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.91,4: 243.98,5: 240.12,6: 234.14
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 249.26,4: 243.98,5: 238.71,6: 235.90
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.05,2: 254.18,3: 248.20,4: 244.34,5: 239.77,6: 233.79
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.61,4: 244.69,5: 239.06,6: 235.55
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.55,4: 245.04,5: 239.41,6: 234.49
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 249.26,4: 243.28,5: 239.77,6: 234.84
Time: 19/19:7:53 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.20,4: 244.69,5: 238.36,6: 234.49
Time: 19/19:7:54 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.91,4: 243.63,5: 239.77,6: 233.79
Time: 19/19:7:54 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 248.91,4: 244.34,5: 238.36,6: 235.20
Time: 19/19:7:54 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 233.44
Time: 19/19:7:54 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.61,4: 243.98,5: 238.71,6: 235.20
Time: 19/19:7:54 Arduino 0: 0: 263.32,1: 259.10,2: 254.18,3: 248.55,4: 244.69,5: 239.06,6: 233.79
Time: 19/19:7:54 Arduino 0: 0: 263.32,1: 258.05,2: 253.13,3: 249.61,4: 243.28,5: 239.06,6: 234.84
Time: 19/19:7:54 Arduino 0: 0: 262.27,1: 258.75,2: 253.48,3: 248.55,4: 244.69,5: 238.71,6: 234.14
Time: 19/19:7:54 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 249.26,4: 243.28,5: 239.77,6: 234.14
Time: 19/19:7:54 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.36,6: 235.20
Time: 19/19:7:54 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.91,4: 243.63,5: 239.77,6: 233.44
Time: 19/19:7:54 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:7:54 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.98,5: 239.06,6: 233.44
Time: 19/19:7:54 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 249.61,4: 243.28,5: 238.71,6: 234.84
Time: 19/19:7:55 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 248.20,4: 244.69,5: 238.71,6: 233.79
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 234.14
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 248.55,4: 244.69,5: 238.36,6: 234.49
Time: 19/19:7:55 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:7:55 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 248.91,4: 244.34,5: 238.36,6: 234.84
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 243.98,5: 239.06,6: 233.09
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.61,4: 243.63,5: 238.71,6: 234.84
Time: 19/19:7:55 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 239.06,6: 233.79
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 234.14
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.55,4: 244.69,5: 238.01,6: 234.14
Time: 19/19:7:55 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 233.79
Time: 19/19:7:55 Arduino 0: 0: 263.67,1: 258.75,2: 253.13,3: 248.91,4: 244.34,5: 238.36,6: 234.84
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:7:55 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 243.98,5: 239.06,6: 233.44
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 243.28,5: 238.71,6: 234.14
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.20,4: 244.69,5: 238.36,6: 233.79
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 249.26,4: 243.28,5: 239.41,6: 233.79
Time: 19/19:7:56 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.91,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:7:56 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.63,5: 239.06,6: 233.09
Time: 19/19:7:56 Arduino 0: 0: 262.62,1: 259.10,2: 253.13,3: 249.26,4: 243.63,5: 238.71,6: 234.49
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.69,5: 238.71,6: 233.44
Time: 19/19:7:56 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 234.14
Time: 19/19:7:56 Arduino 0: 0: 262.62,1: 258.40,2: 253.13,3: 248.20,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:7:56 Arduino 0: 0: 262.62,1: 258.05,2: 253.83,3: 248.55,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 244.34,5: 238.01,6: 234.84
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.20,4: 244.34,5: 239.06,6: 233.09
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.36,6: 234.84
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.09
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:7:57 Arduino 0: 0: 262.62,1: 258.40,2: 253.48,3: 248.20,4: 244.34,5: 238.36,6: 233.79
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 257.70,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 233.44
Time: 19/19:7:57 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:7:57 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:7:57 Arduino 0: 0: 263.67,1: 258.75,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 243.98,5: 239.06,6: 233.09
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 249.26,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:7:57 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:7:58 Arduino 0: 0: 263.32,1: 259.10,2: 253.13,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 258.05,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.26,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:7:58 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.44
Time: 19/19:7:58 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 249.26,4: 242.93,5: 239.06,6: 234.14
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 259.10,2: 253.83,3: 248.20,4: 244.69,5: 238.36,6: 234.14
Time: 19/19:7:58 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.91,4: 244.34,5: 238.01,6: 234.84
Time: 19/19:7:58 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.26,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:7:58 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 239.06,6: 233.44
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 242.93,5: 238.36,6: 234.14
Time: 19/19:7:59 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 248.20,4: 244.69,5: 238.36,6: 233.44
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 248.91,4: 243.28,5: 239.06,6: 233.79
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 257.70,2: 253.83,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.20,4: 243.63,5: 238.71,6: 232.73
Time: 19/19:7:59 Arduino 0: 0: 263.67,1: 258.05,2: 252.77,3: 249.26,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:7:59 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 247.85,4: 243.98,5: 238.36,6: 233.09
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 248.91,4: 242.93,5: 238.71,6: 233.79
Time: 19/19:7:59 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 237.66,6: 233.79
Time: 19/19:7:59 Arduino 0: 0: 262.62,1: 257.34,2: 253.48,3: 248.55,4: 242.93,5: 239.06,6: 233.09
Time: 19/19:7:59 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.55,4: 243.98,5: 237.66,6: 234.49
Time: 19/19:7:59 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.75,2: 254.18,3: 248.20,4: 244.34,5: 238.71,6: 233.09
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 248.20,4: 244.69,5: 238.36,6: 233.79
Time: 19/19:8:0 Arduino 0: 0: 263.67,1: 257.70,2: 253.48,3: 249.26,4: 242.93,5: 239.41,6: 233.79
Time: 19/19:8:0 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 248.55,4: 243.98,5: 238.01,6: 234.14
Time: 19/19:8:0 Arduino 0: 0: 263.32,1: 257.70,2: 253.83,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:0 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 247.85,4: 243.63,5: 239.06,6: 233.09
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 248.91,4: 243.28,5: 238.36,6: 234.14
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.69,5: 238.36,6: 233.44
Time: 19/19:8:0 Arduino 0: 0: 262.62,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.06,6: 233.79
Time: 19/19:8:0 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:0 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:1 Arduino 0: 0: 263.67,1: 259.10,2: 252.77,3: 249.26,4: 244.34,5: 238.01,6: 234.84
Time: 19/19:8:1 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 233.09
Time: 19/19:8:1 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.26,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:8:1 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 239.06,6: 233.44
Time: 19/19:8:1 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 249.61,4: 243.28,5: 239.06,6: 234.49
Time: 19/19:8:1 Arduino 0: 0: 264.38,1: 259.45,2: 254.53,3: 248.91,4: 245.04,5: 238.71,6: 234.49
Time: 19/19:8:1 Arduino 0: 0: 266.48,1: 261.21,2: 255.94,3: 250.66,4: 244.69,5: 240.47,6: 234.49
Time: 19/19:8:1 Arduino 0: 0: 269.65,1: 264.73,2: 257.34,3: 252.42,4: 247.15,5: 240.12,6: 236.25
Time: 19/19:8:1 Arduino 0: 0: 273.52,1: 266.84,2: 261.21,3: 254.53,4: 248.20,5: 242.93,6: 235.90
Time: 19/19:8:1 Arduino 0: 0: 276.68,1: 270.70,2: 262.62,3: 257.34,4: 250.66,5: 243.63,6: 239.06
Time: 19/19:8:1 Arduino 0: 0: 279.49,1: 272.81,2: 266.48,3: 258.75,4: 253.13,5: 246.45,6: 239.41
Time: 19/19:8:1 Arduino 0: 0: 282.30,1: 275.63,2: 267.89,3: 262.62,4: 254.53,5: 248.20,6: 242.23
Time: 19/19:8:1 Arduino 0: 0: 284.06,1: 277.73,2: 270.70,3: 263.67,4: 257.70,5: 249.96,6: 243.28
Time: 19/19:8:2 Arduino 0: 0: 287.23,1: 280.20,2: 272.81,3: 266.48,4: 258.40,5: 252.42,6: 244.69
Time: 19/19:8:2 Arduino 0: 0: 289.69,1: 283.36,2: 274.92,3: 267.89,4: 261.56,5: 252.77,6: 247.15
Time: 19/19:8:2 Arduino 0: 0: 292.85,1: 285.12,2: 278.44,3: 270.70,4: 262.62,5: 255.94,6: 247.50
Time: 19/19:8:2 Arduino 0: 0: 296.02,1: 288.28,2: 279.84,3: 273.52,4: 265.43,5: 256.99,6: 251.02
Time: 19/19:8:2 Arduino 0: 0: 298.48,1: 291.45,2: 283.71,3: 274.92,4: 267.54,5: 259.80,6: 251.02
Time: 19/19:8:2 Arduino 0: 0: 300.94,1: 293.91,2: 284.77,3: 278.44,4: 269.30,5: 261.21,6: 254.53
Time: 19/19:8:2 Arduino 0: 0: 300.23,1: 294.26,2: 286.88,3: 279.14,4: 271.76,5: 263.32,6: 254.88
Time: 19/19:8:2 Arduino 0: 0: 300.23,1: 293.91,2: 286.88,3: 280.90,4: 271.76,5: 264.38,6: 256.64
Time: 19/19:8:2 Arduino 0: 0: 300.23,1: 294.26,2: 286.88,3: 280.20,4: 273.52,5: 264.02,6: 257.34
Time: 19/19:8:2 Arduino 0: 0: 299.88,1: 293.55,2: 287.23,3: 280.90,4: 272.46,5: 266.13,6: 257.34
Time: 19/19:8:2 Arduino 0: 0: 294.96,1: 288.63,2: 282.66,3: 278.09,4: 271.41,5: 263.32,6: 258.05
Time: 19/19:8:2 Arduino 0: 0: 271.05,1: 270.70,2: 271.05,3: 267.89,4: 264.38,5: 259.80,6: 252.77
Time: 19/19:8:2 Arduino 0: 0: 262.97,1: 262.97,2: 260.86,3: 260.51,4: 257.34,5: 253.13,6: 250.31
Time: 19/19:8:2 Arduino 0: 0: 262.62,1: 259.80,2: 257.34,3: 253.83,4: 252.42,5: 248.91,6: 244.69
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 259.10,2: 254.53,3: 253.13,4: 247.85,5: 245.04,6: 242.23
Time: 19/19:8:3 Arduino 0: 0: 262.62,1: 259.10,2: 255.23,3: 249.61,4: 247.15,5: 242.58,6: 239.41
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 259.80,2: 254.18,3: 250.31,4: 245.04,5: 241.88,6: 237.66
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 249.26,4: 245.04,5: 239.77,6: 237.30
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 249.26,4: 244.34,5: 240.82,6: 235.20
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 259.10,2: 253.13,3: 249.61,4: 244.69,5: 239.41,6: 236.60
Time: 19/19:8:3 Arduino 0: 0: 263.67,1: 258.75,2: 254.18,3: 248.55,4: 244.69,5: 240.12,6: 234.49
Time: 19/19:8:3 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 249.61,4: 243.98,5: 239.41,6: 235.55
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.69,5: 239.06,6: 234.49
Time: 19/19:8:3 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 248.91,4: 243.98,5: 239.06,6: 234.49
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 248.55,4: 244.69,5: 238.71,6: 235.20
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 249.26,4: 243.98,5: 240.12,6: 234.14
Time: 19/19:8:3 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.55,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:4 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 247.85,4: 243.28,5: 238.71,6: 232.73
Time: 19/19:8:4 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 249.26,4: 243.28,5: 238.36,6: 234.84
Time: 19/19:8:4 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 239.06,6: 233.79
Time: 19/19:8:4 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 249.61,4: 243.63,5: 239.41,6: 234.84
Time: 19/19:8:4 Arduino 0: 0: 263.67,1: 258.75,2: 253.48,3: 248.55,4: 244.69,5: 238.71,6: 234.49
Time: 19/19:8:4 Arduino 0: 0: 262.97,1: 257.70,2: 253.48,3: 249.26,4: 243.28,5: 239.77,6: 234.14
Time: 19/19:8:4 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.36,6: 234.84
Time: 19/19:8:4 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.55,4: 243.63,5: 239.41,6: 233.44
Time: 19/19:8:4 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 249.61,4: 244.69,5: 239.06,6: 235.90
Time: 19/19:8:4 Arduino 0: 0: 263.32,1: 258.75,2: 254.53,3: 248.91,4: 245.04,5: 240.12,6: 234.84
Time: 19/19:8:4 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.61,4: 243.63,5: 238.71,6: 234.84
Time: 19/19:8:4 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 247.50,4: 243.98,5: 238.01,6: 233.09
Time: 19/19:8:4 Arduino 0: 0: 263.32,1: 258.05,2: 253.13,3: 248.91,4: 242.58,5: 239.06,6: 233.79
Time: 19/19:8:4 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.14
Time: 19/19:8:5 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:5 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:5 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.63,5: 239.41,6: 233.09
Time: 19/19:8:5 Arduino 0: 0: 262.62,1: 258.40,2: 252.77,3: 249.26,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:8:5 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.44
